1,1,Robot,AlphaGo,Black,14,8
1,2,P2,DCFVD,White,14,7
1,3,Robot,AlphaGo,Black,14,6
1,4,P2,DCFVD,White,14,5
1,5,Robot,AlphaGo,Black,16,5
1,6,P2,DCFVD,White,16,4
1,7,Robot,AlphaGo,Black,18,5
